_id,title,text,query
<dbpedia:Executive_Office_of_the_President_of_the_United_States>,Executive Office of the President of the United States,"The Executive Office of the President (EOPOTUS or EOP) consists of the immediate staff of the current President of the United States and multiple levels of support staff reporting to the President. The EOP is headed by the White House Chief of Staff, currently Denis McDonough.  The size of the White House staff has increased dramatically since 1939, and has grown to include an array of policy experts in various fields.",who is the president's office
<dbpedia:Sauk_people>,Sauk people,"The Sac or Sauk are a group of Native Americans of the Eastern Woodlands culture group.  Their autonym is oθaakiiwaki, and their exonym is Ozaagii(-wag) in Ojibwe.  The latter name was transliterated into French and English by colonists of those cultures.Today they have three federally recognized tribes, together with the Meskwaki (Fox), located in Iowa, Oklahoma and Kansas.",what is sauk
<dbpedia:Metric_system>,Metric system,"The metric system is an internationally agreed decimal system of measurement. It was originally based on the mètre des Archives and the kilogramme des Archives introduced by the First French Republic in 1799 but over the years, the definitions of the metre and the kilogram have been refined, and the metric system has been extended to incorporate many more units.",what does metric mean
<dbpedia:205>,205,"Year 205 (CCV) was a common year starting on Tuesday (link will display the full calendar) of the Julian calendar. At the time, it was known as the Year of the Consulship of Aurelius and Geta (or, less frequently, year 958 Ab urbe condita). The denomination 205 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.",how old is year 205
<dbpedia:Satellite_temperature_measurements>,Satellite temperature measurements,"The temperature of the atmosphere at various altitudes as well as sea and land surface temperatures can be inferred from satellite measurements. These measurements can be used to locate weather fronts, monitor the El Niño-Southern Oscillation, determine the strength of tropical cyclones, study urban heat islands and monitor the global climate.",what are satellite temperatures used for
<dbpedia:Corporation_for_Public_Broadcasting>,Corporation for Public Broadcasting,"The Corporation for Public Broadcasting (CPB) is a non-profit corporation created by an act of the United States Congress and funded by the United States federal government to promote public broadcasting. Between 15 and 20 percent of the aggregate revenues of all public broadcasting stations have been funded from federal sources, principally through the CPB.The CPB was created on November 7, 1967, when U.S. president Lyndon B. Johnson signed the Public Broadcasting Act of 1967.",what does cpb stand for
<dbpedia:Office_of_Management_and_Budget>,Office of Management and Budget,The Office of Management and Budget (OMB) is the largest office within the Executive Office of the President of the United States (EOP). The main function of OMB is to produce the President's Budget.,what is the main function of the omb
<dbpedia:Electroconvulsive_therapy>,Electroconvulsive therapy,"Electroconvulsive therapy (ECT), formerly known as electroshock therapy and often referred to as shock treatment, is a standard psychiatric treatment in which seizures are electrically induced in patients to provide relief from psychiatric illnesses.ECT is often used with informed consent as a last line of intervention for major depressive disorder, mania and catatonia.A round of ECT is effective for about 50% of people with treatment-resistant major depressive disorder, whether it is unipolar or bipolar.",what is electroconvulsive therapy
<dbpedia:United_States_Secretary_of_Defense>,United States Secretary of Defense,"The Secretary of Defense (SecDef) is the leader and chief executive officer of the Department of Defense, an Executive Department of the Government of the United States of America. The Secretary of Defense's power over the United States military is second only to that of the President. This position corresponds to what is generally known as a Defense Minister in many other countries.",what is a sec od defense
<dbpedia:Hungarian_notation>,Hungarian notation,"Hungarian notation is an identifier naming convention in computer programming, in which the name of a variable or function indicates its type or intended use.  There are two types of Hungarian notation: Systems Hungarian notation and Apps Hungarian notation.Hungarian notation was designed to be language-independent, and found its first major use with the BCPL programming language.",what is hungarian notation
<dbpedia:Sound_effect>,Sound effect,"Sound effects (or audio effects) are artificially created or enhanced sounds, or sound processes used to emphasize artistic or other content of films, television shows, live performance, animation, video games, music, or other media. In motion picture and television production, a sound effect is a sound recorded and presented to make a specific storytelling or creative point without the use of dialogue or music.",what are sound effects
<dbpedia:John_Dalton>,John Dalton,"John Dalton  FRS (6 September 1766 – 27 July 1844) was an English chemist, physicist, and meteorologist. He is best known for his pioneering work in the development of modern atomic theory; and his research into colour blindness, sometimes referred to as Daltonism, in his honour.",who was john dalton
<dbpedia:Alyson_Hannigan>,Alyson Hannigan,"Alyson Lee Hannigan (born March 24, 1974) is an American actress. She is best known for her roles as Willow Rosenberg in the television series Buffy the Vampire Slayer (1997–2003), Lily Aldrin on the CBS sitcom How I Met Your Mother (2005–2014) and Michelle Flaherty in the American Pie film series (1999–2012).",who was willow rosenberg on twins
<dbpedia:Gelimer>,Gelimer,"Gelimer (original form possibly Geilamir, 480-553), King of the Vandals and Alans (530 - 534), was the last Germanic ruler of the North African Kingdom of the Vandals.",who was the last germanic ruler of the vandals
<dbpedia:Jelly_Roll_Morton>,Jelly Roll Morton,"Ferdinand Joseph LaMothe (October 20, 1890 – July 10, 1941), known professionally as Jelly Roll Morton, was an American ragtime and early jazz pianist, bandleader and composer who started his career in New Orleans, Louisiana.Widely recognized as a pivotal figure in early jazz, Morton is perhaps most notable as jazz's first arranger, proving that a genre rooted in improvisation could retain its essential spirit and characteristics when notated.",what is jelly roll morton
<dbpedia:Henry_Hudson>,Henry Hudson,Sir Henry Hudson (died 1611) was an English sea explorer and navigator in the early 17th century.Hudson made two attempts on behalf of English merchants to find a prospective Northwest Passage to Cathay (today's China) via a route above the Arctic Circle. Hudson explored the region around modern New York metropolitan area while looking for a western route to Asia while in the employment of the Dutch East India Company.,what kind of man was henry hudson
"<dbpedia:Merced,_California>","Merced, California","Merced /mərˈsɛd/ is a city in, and the county seat of, Merced County in the San Joaquin Valley of Northern California. As of 2014, the city had a population of 81,743. Incorporated on April 1, 1889, Merced is a charter city that operates under a council-manager government.",what county is merced california
<dbpedia:MiniDisc>,MiniDisc,"The MiniDisc (MD) is a magneto-optical disc-based data storage device for 74 minutes and, later, 80 minutes, of digitized audio or 1 gigabyte of Hi-MD data. The Sony brand audio players were on the market from September 1992 until March 2013.MiniDisc was announced by Sony in September 1992 and released that November for sale in Japan and in December in Europe, Canada, the USA and other countries .",what is a minidisc
<dbpedia:Ezra_Pound>,Ezra Pound,"Ezra Weston Loomis Pound (30 October 1885 – 1 November 1972) was an expatriate US poet and critic who was a major figure in the early modernist movement. His contribution to poetry began with his development of Imagism, a movement derived from classical Chinese and Japanese poetry, stressing clarity, precision and economy of language.",what was ezra pound
<dbpedia:Barents_Sea>,Barents Sea,"The Barents Sea (Russian: Баренцево море, Barentsevo More Norwegian: Barentshavet) is a marginal sea of the Arctic Ocean, located off the northern coasts of Norway and Russia with vast majority of it lying in Russian territorial waters. Known in the Middle Ages as the Murman Sea, the sea takes its current name from the Dutch navigator Willem Barentsz.",where is the barents sea located
<dbpedia:M61_Vulcan>,M61 Vulcan,"The M61 Vulcan is a hydraulically or pneumatically driven, six-barrel, air-cooled, electrically fired Gatling-style rotary cannon which fires 20 mm rounds at an extremely high rate (typically 6,000 rounds per minute). The M61 and its derivatives have been the principal cannon armament of United States military fixed-wing aircraft for fifty years.The M61 was originally produced by General Electric, and after several mergers and acquisitions is currently produced by General Dynamics.",what is a vulcan
<dbpedia:Johann_Friedrich_Struensee>,Johann Friedrich Struensee,"Count Johann Friedrich Struensee (5 August 1737 – 28 April 1772) was a German doctor. He became royal physician to the mentally ill King Christian VII of Denmark and a minister in the Danish government. He rose in power to a position of ""de facto"" regent of the country, where he tried to carry out widespread reforms.",franklin struensee
<dbpedia:Franco-Prussian_War>,Franco-Prussian War,"The Franco-Prussian War or Franco-German War (German: Deutsch-Französischer Krieg, lit. German-French War, French: Guerre franco-allemande, lit. Franco-German War), often referred to in France as the War of 1870 (19 July 1870 – 10 May 1871), was a conflict between the Second French Empire and the German states of the North German Confederation led by the Kingdom of Prussia. The conflict centered on Prussian ambitions to extend German unification.",who participated in the franco-prussian war?
<dbpedia:List_of_football_clubs_in_Spain>,List of football clubs in Spain,List of association football clubs in Spain sorted by division:,what are spanish football clubs
<dbpedia:Vittorio_Gassman>,Vittorio Gassman,"Vittorio Gassman, Knight Grand Cross, OMRI (Italian pronunciation: [vitˈtɔːrjo ˈɡazman]; born Vittorio Gassmann; 1 September 1922 – 29 June 2000), popularly known as Il Mattatore, was an Italian theatre and film actor, as well as director.He is considered one of the greatest Italian actors and is commonly recalled as an extremely professional, versatile, magnetic interpreter, whose long career includes both important productions as well as dozens of divertissements (which made him greatly popular).",what does il mattatore mean
<dbpedia:Nataraja>,Nataraja,"Nataraja ""Tamil:\நடராசர்"" or Kooththan""கூத்தன்:), The Lord (or King) of Dance), is a depiction of the Hindu God Shiva as the cosmic dancer who performs his divine dance to destroy a weary universe and make preparations for the god Brahma to start the process of creation.",what is natiraja
<dbpedia:Miniature_effect>,Miniature effect,A miniature effect is a special effect created for motion pictures and television programs using scale models. Scale models are often combined with high speed photography or matte shots to make gravitational and other effects appear convincing to the viewer.,what is miniature effect
<dbpedia:Document_Style_Semantics_and_Specification_Language>,Document Style Semantics and Specification Language,"The Document Style Semantics and Specification Language (DSSSL) is an international standard developed to provide a stylesheets for SGML documents.DSSSL consists of two parts, a tree transformation process that can be used to manipulate the tree structure of documents prior to presentation, and a formatting process that associates the elements in the source document with specific nodes in the target representation — the flow object tree.",what is dsssl in the document type
<dbpedia:American_Beauty_(1999_film)>,American Beauty (1999 film),"American Beauty is a 1999 American romantic drama film directed by Sam Mendes and written by Alan Ball. Kevin Spacey stars as Lester Burnham, an office worker who has a midlife crisis when he becomes infatuated with his teenage daughter's best friend, Angela (Mena Suvari). Annette Bening co-stars as Lester's materialistic wife, Carolyn, and Thora Birch plays their insecure daughter, Jane. Wes Bentley, Chris Cooper and Allison Janney also feature.",american beauty cast
<dbpedia:Turning_the_other_cheek>,Turning the other cheek,"Turning the other cheek, also known as offering [one's] cheek, is a phrase in Christian doctrine that refers to responding to insult without revenge.",what does the other cheek mean
<dbpedia:Ozone_depletion>,Ozone depletion,"Ozone depletion describes two distinct but related phenomena observed since the late 1970s: a steady decline of about 4% in the total volume of ozone in Earth's stratosphere (the ozone layer), and a much larger springtime decrease in stratospheric ozone around Earth's polar regions. The latter phenomenon is referred to as the ozone hole.",what is ozone depletion
<dbpedia:Stage_lighting>,Stage lighting,"Stage lighting is the craft of lighting as it applies to the production of theatre, dance, opera and other performance arts.  Several different types of stage lighting instruments are used in this discipline. In addition to basic lighting, modern stage lighting can also include special effects, such as lasers and fog machines.",what is stage lighting
<dbpedia:Cluedo>,Cluedo,"Cluedo (/ˈkluːdoʊ/), or Clue in North America, is a murder mystery game for three to six players, devised by Anthony E. Pratt from Birmingham, England and currently published by the American game and toy company Hasbro. The object of the game is to determine who murdered the game's victim ""\Dr. Black"" in the UK version and ""Mr. Boddy"" in North American versions), where the crime took place, and which weapon was used.",what is a cluedo clue
<dbpedia:United_States_Department_of_Labor>,United States Department of Labor,"The United States Department of Labor (DOL) is a cabinet-level department of the U.S. federal government responsible for occupational safety, wage and hour standards, unemployment insurance benefits, reemployment services, and some economic statistics; many U.S. states also have such departments. The department is headed by the U.S.",department of labor definition
<dbpedia:Vltava>,Vltava,"The Vltava (IPA: /vəlˈtɑvə/; Czech pronunciation: [ˈvl̩tava]; German: Moldau, IPA: [ˈmɔldaʊ]) is the longest river within the Czech Republic, running southeast along the Bohemian Forest and then north across Bohemia, through Český Krumlov, České Budějovice and Prague, and finally merging with the Elbe at Mělník. It is commonly referred to as the Czech national river.",what is the name of the river in prague
<dbpedia:Edmond_Hamilton>,Edmond Hamilton,"Edmond Moore Hamilton (October 21, 1904 – February 1, 1977) was an American writer of science fiction during the mid-twentieth century.",when was edmond hamilton born?______________________________________.
<dbpedia:Mount_Circeo>,Mount Circeo,"Monte Circeo or Cape Circeo (Italian: Promontorio del Circeo [promonˈtɔːrjo del tʃirˈtʃɛːo], Latin: Mons Circeius) is a mountain remaining as a promontory that marks the southwestern limit of the former Pontine Marshes. Although a headland, it was not formed by coastal erosion – as headlands are usually formed – but is a remnant of the orogenic processes that created the Apennines.",what is mt circeo
<dbpedia:United_States_Secretary_of_Health_and_Human_Services>,United States Secretary of Health and Human Services,"The United States Secretary of Health and Human Services is the head of the United States Department of Health and Human Services, concerned with health matters.  The Secretary is a member of the President's Cabinet. The office was formerly Secretary of Health, Education, and Welfare.In 1979, the Department of Health, Education, and Welfare was renamed the Department of Health and Human Services, and its education functions transferred to the new Department of Education.",what does health and human services secretary mean
<dbpedia:Rosie_O'Donnell>,Rosie O'Donnell,"Roseann ""Rosie"" O'Donnell (born March 21, 1962) is an American comedian, actress, author, and television personality.  She has also been a magazine editor, and continues to be a celebrity blogger, lesbian rights activist, television producer, and collaborative partner in the lesbian family vacation company R Family Vacations.O'Donnell started her comedy career while still a teenager.  Her big break was on the talent show Star Search in 1984.",what does rosie o'donnel do
<dbpedia:Friends_of_the_Earth>,Friends of the Earth,"Friends of the Earth International (FoEI) is an international network of environmental organizations in 74 countries.Friends of the Earth was founded in 1969 as an anti-nuclear group by Robert O Anderson who contributed $200,000 in personal funds to launch FOTE with David Brower, Donald Aitken and Jerry Mander after Brower's split with the Sierra Club.",where is frei
<dbpedia:United_States_Secretary_of_Education>,United States Secretary of Education,"The United States Secretary of Education is the head of the U.S. Department of Education. The Secretary is a member of the President's Cabinet, and fifteenth in line of United States presidential line of succession. The United States Secretary of Education deals with Education policy.",what is the role of the secretary of education
<dbpedia:François_Villon>,François Villon,"François Villon (pronounced [fʁɑ̃swa vijɔ̃] in modern French; in fifteenth-century French, [frɑnswɛ vilɔn]), born in Paris in 1431 and disappeared from view in 1463, is the best known French poet of the late Middle Ages. A ne'er-do-well who was involved in criminal behavior and had multiple encounters with law enforcement authorities, Villon wrote about some of these experiences in his poems.",who is francis villon
<dbpedia:United_States_Secretary_of_Labor>,United States Secretary of Labor,"The United States Secretary of Labor is the head of the U.S. Department of Labor,  exercises control over the department, and enforces and suggests laws involving unions, the workplace, and all other issues involving any form of business-person controversies.There used to be a U.S. Secretary of Commerce and Labor, who led this department with the U.S. Department of Commerce, which is now headed by a separate U.S. Secretary of Commerce.",what does the secretary of labor do
<dbpedia:Arthur_Evans>,Arthur Evans,Sir Arthur John Evans FRS FREng (/ˈɛvənz/; 8 July 1851 – 11 July 1941) was an English archaeologist most famous for unearthing the palace of Knossos on the Greek island of Crete and for developing the concept of Minoan civilization from the structures and artifacts found there and elsewhere throughout the eastern Mediterranean.,what did arthur evans do
<dbpedia:United_States_Secretary_of_Commerce>,United States Secretary of Commerce,The United States Secretary of Commerce is the head of the United States Department of Commerce. The Secretary is appointed by the President of the United States with the advice and consent of the United States Senate and serves at the President's pleasure.,what department is commerce
<dbpedia:UEFA_Champions_League>,UEFA Champions League,"The UEFA Champions League, known simply as the Champions League, is an annual continental club football competition organised by the Union of European Football Associations (UEFA) and contested by top-division European clubs. It is one of the most prestigious tournaments in the world and the most prestigious club competition in European football, played by the national league champion (and, for some nations, one or more runners-up) of each UEFA national association.",which club is playing in the english champions league
<dbpedia:Ramayana>,Ramayana,"The Ramayana (Sanskrit: रामायणम्, Rāmāyaṇam, pronounced [rɑːˈmɑːjəɳəm]) is a Sanskrit epic poem ascribed to the Hindu sage and Sanskrit poet Valmiki. It is regarded as one of the two great works of Indian literature, along with the Mahabharata. The Ramayana also plays an important role in Hindu literature (smṛti). It depicts the duties of relationships, portraying ideal characters like the ideal father, the ideal servant, the ideal brother, the ideal wife, and the ideal king.",what kind of literature does the ramayana contain
<dbpedia:Theodore_Dreiser>,Theodore Dreiser,"Theodore Herman Albert Dreiser (/ˈdraɪsər, -zər/; August 27, 1871 – December 28, 1945) was an American novelist and journalist of the naturalist school. His novels often featured main characters who succeeded at their objectives despite a lack of a firm moral code, and literary situations that more closely resemble studies of nature than tales of choice and agency.  Dreiser's best known novels include Sister Carrie (1900) and An American Tragedy (1925).",who wrote sir carrie
<dbpedia:Metafont>,Metafont,"Metafont is a description language used to define vector fonts.  It is also the name of the interpreter that executes Metafont code, generating the bitmap fonts that can be embedded into e.g. PostScript. Metafont was devised by Donald Knuth as counterpart to his TeX typesetting system.One of the characteristics of Metafont is that all of the shapes of the glyphs are defined with geometrical equations.",what is metafont
<dbpedia:Andrzej_Żuławski>,Andrzej Żuławski,"Andrzej Żuławski (Polish: [ˈandʐɛj ʐuˈwafskʲi]; born 22 November 1940) is a Polish film director and writer. He was born in Lwów, Poland, now Ukraine. Żuławski has often gone against mainstream commercialism in his films, and has enjoyed success mostly with European art-house audiences.In the late 1950s, he studied cinema in France. His second feature The Devil (1972) was banned in Poland, and Żuławski went to France.",where was andrzej uawski born
<dbpedia:The_Big_Fisherman>,The Big Fisherman,"The Big Fisherman is a 1959 American film directed by Frank Borzage about the life of Simon Peter, one of the  disciples of Jesus. Starring Howard Keel, Susan Kohner and John Saxon, the production is adapted from the 1948 novel by Lloyd C. Douglas, which is closely related to Douglas' previous book, 1942's The Robe which, six years earlier, in 1953, had also been adapted for the screen under the same title, The Robe.",cast of big fisherman
"<dbpedia:Reading,_Berkshire>","Reading, Berkshire","Reading (/ˈrɛdɪŋ/ RED-ing) is a large town and unitary authority area in the ceremonial county of Berkshire, England. It was an important centre in the medieval period, as the site of Reading Abbey, a monastery with strong royal connections. The town was seriously affected by the English Civil War, with a major siege and loss of trade, and played a pivotal role in the Revolution of 1688, with that revolution's only significant military action fought on the streets of the town.",is reading in berkshire
<dbpedia:San_Francisco_(1936_film)>,San Francisco (1936 film),"San Francisco is a 1936 musical-drama directed by Woody Van Dyke, based on the April 18, 1906 San Francisco earthquake. The film, which was the top grossing movie of that year, stars Clark Gable, Jeanette MacDonald, and Spencer Tracy. The then very popular singing of MacDonald helped make this film a hit, coming on the heels of her other 1936 blockbuster, Rose Marie. Famous silent film directors D. W. Griffith and Erich von Stroheim work on the film without credit.",who starred in san francisco
<dbpedia:D._H._Lawrence>,D. H. Lawrence,"David Herbert Richards Lawrence (11 September 1885 – 2 March 1930) was an English novelist, poet, playwright, essayist, literary critic and painter who published as D. H. Lawrence. His collected works, among other things, represent an extended reflection upon the dehumanising effects of modernity and industrialisation.",who was dh lawrence
<dbpedia:The_Selfish_Gene>,The Selfish Gene,"The Selfish Gene is a book on evolution by Richard Dawkins, published in 1976. It builds upon the principal theory of George C. Williams's first book Adaptation and Natural Selection. Dawkins used the term ""selfish gene"" as a way of expressing the gene-centred view of evolution as opposed to the views focused on the organism and the group, popularising ideas developed during the 1960s by W. D. Hamilton and others.",who invented the selfish gene
<dbpedia:DNA_profiling>,DNA profiling,"DNA profiling (also called DNA fingerprinting, DNA testing, or DNA typing) is a forensic technique used to identify individuals by characteristics of their DNA. A DNA profile is a small set of DNA variations that is very likely to be different in all unrelated individuals, thereby being as unique to individuals as are fingerprints (hence the alternate name for the technique). DNA profiling should not be confused with full genome sequencing.",what does dna profiling mean
<dbpedia:Noncoding_DNA>,Noncoding DNA,"In genomics and related disciplines, noncoding DNA sequences are components of an organism's DNA that do not encode protein sequences. Some noncoding DNA is transcribed into functional non-coding RNA molecules (e.g. transfer RNA, ribosomal RNA, and regulatory RNAs).",what is noncoding dna
<dbpedia:Cape_of_Good_Hope>,Cape of Good Hope,"The Cape of Good Hope (Afrikaans: Kaap die Goeie Hoop [ˌkɑːp di ˌχujə ˈɦoə̯p], Dutch: Kaap de Goede Hoop [ˌkaːb də ˌɣudə ˈɦoːp], Portuguese: Cabo da Boa Esperança [ˈkaβu ðɐ ˈβow.wɐ ʃpɨˈɾɐ̃sɐ]) is a rocky headland on the Atlantic coast of the Cape Peninsula, South Africa.There is a misconception that the Cape of Good Hope is the southern tip of Africa, because it was once believed to be the dividing point between the Atlantic and Indian Oceans.",what part of africa is good hope in
<dbpedia:Slate>,Slate,"Slate is a fine-grained, foliated,  homogeneous metamorphic rock derived from an original shale-type sedimentary rock composed of clay or volcanic ash through low-grade regional metamorphism. It is the finest grained foliated metamorphic rock. Foliation may not correspond to the original sedimentary layering, but instead is in planes perpendicular to the direction of metamorphic compression.A very strong foliation is called ""slaty cleavage"".",what is slate sand
<dbpedia:John_Huston>,John Huston,"John Marcellus Huston (August 5, 1906 – August 28, 1987) was an American film director, screenwriter and actor. He wrote the screenplays for most of the 37 feature films he directed, many of which are today considered classics: The Maltese Falcon (1941), The Treasure of the Sierra Madre (1948), Key Largo (1948), The Asphalt Jungle (1950), The African Queen (1951), Moulin Rouge (1952), The Misfits (1961), and The Man Who Would Be King (1975).",who directed the golden age
<dbpedia:Second_Amendment_Sisters>,Second Amendment Sisters,"Second Amendment Sisters, Inc. (SAS) is a United States women's gun rights advocacy group that supports gun use for self defense. According to a 2003 Los Angeles Times times article, SAS was founded in December 1999 by five women who were ""outraged"" by the Million Mom March.",what is a sas
<dbpedia:Xerox_Network_Systems>,Xerox Network Systems,"Xerox Network Services (XNS) is a computer networking protocol suite developed by Xerox within the Xerox Network Systems Architecture. It provided general purpose network communications, internetwork routing and packet delivery, and higher level functions such as a reliable stream, and remote procedure calls. XNS predated and influenced the development of the Open Systems Interconnection (OSI) networking model, and was very influential in local area networking designs during the 1980s.",xns computer networking
<dbpedia:Pribilof_Islands>,Pribilof Islands,"The Pribilof Islands (formerly the Northern Fur Seal Islands) are a group of four volcanic islands off the coast of mainland Alaska, in the Bering Sea, about 200 miles (320 km) north of Unalaska and 200 miles southwest of Cape Newenham. The Siberia coast is roughly 500 miles (800 km) northwest. About 200 km2 (77 sq mi) in total area, they are mostly rocky and are covered with tundra, with a population of 572 as of the 2010 census.",where are the priualof islands in alaska
<dbpedia:Moraine>,Moraine,"A moraine is any glacially formed accumulation of unconsolidated glacial debris (soil and rock) that occurs in currently glaciated and formerly glaciated regions on Earth (i.e. a past glacial maximum), through geomorphological processes.",moraine definition
<dbpedia:Tórshavn>,Tórshavn,"Tórshavn (IPA: [ˈtʰɔuʂhaun]; Danish: Thorshavn) is the capital and largest city of the Faroe Islands, a country situated between Scotland and Iceland.  Tórshavn is located in the southern part on the east coast of Streymoy. To the northwest of the city lies the 347-meter (1,138 ft) high mountain Húsareyn, and to the southwest, the 350-meter (1,150 ft) high Kirkjubøreyn.",where is thorshavn
<dbpedia:Mel_Gibson>,Mel Gibson,"Mel Colm-Cille Gerard Gibson AO (born January 3, 1956) is an American actor and filmmaker. He is most well known as an action hero, for roles such as Martin Riggs in the Lethal Weapon buddy cop film series and Max Rockatansky in the first three films in the Mad Max post-apocalyptic action series.He was born in Peekskill, New York, and moved with his parents to Sydney when he was 12 years old. He studied acting at the Australian National Institute of Dramatic Art.",who is mel gibson
<dbpedia:Drumlin>,Drumlin,"A drumlin, from the Irish word droimnín ""\littlest ridge""), first recorded in 1833, and in the classical sense is an elongated hill in the shape of an inverted spoon or half-buried egg formed by glacial ice acting on underlying unconsolidated till or ground moraine.",define drumlin
<dbpedia:Gun_control>,Gun control,"Gun control generally refers to laws or policies that regulate the manufacture, sale, transfer, possession, modification, or use of firearms. They vary greatly around the world.",what is gun control?
<dbpedia:Shale>,Shale,"Shale is a fine-grained, clastic sedimentary rock composed of mud that is a mix of flakes of clay minerals and tiny fragments (silt-sized particles) of other minerals, especially quartz and calcite. The ratio of clay to other minerals is variable.  Shale is characterized by breaks along thin laminae or parallel layering or bedding less than one centimeter in thickness, called fissility.  Mudstones, on the other hand, are similar in composition but do not show the fissility.",what is a rock shale
<dbpedia:The_Life_of_Emile_Zola>,The Life of Emile Zola,"The Life of Emile Zola is a 1937 American biographical film about French author Émile Zola, played by Paul Muni and directed by William Dieterle.  It has the distinction of being the second biographical film to win the Oscar for Best Picture. It premiered at the Los Angeles Carthay Circle Theatre to great success both critically and financially. Contemporary reviews cited it the best biographical film made up to that time.",the life of emile zola
<dbpedia:Hubert_Humphrey>,Hubert Humphrey,"Hubert Horatio Humphrey Jr. (May 27, 1911 – January 13, 1978) was an American politician who served as the 38th Vice President of the United States under President Lyndon B. Johnson, from 1965 to 1969. Humphrey twice served in the United States Senate, representing Minnesota from 1949 to 1964 and 1971 to 1978.",who was president from 1968 to 1972
<dbpedia:Menhaden>,Menhaden,"Menhaden, also known as mossbunker, bunker, and pogy, are forage fish of the genera Brevoortia and Ethmidium, two genera of marine fish in the family Clupeidae. Menhaden is a blend of poghaden (pogy for short) and an Algonquian word akin to Narragansett munnawhatteaûg, derived from munnohquohteau ‘he fertilizes’, referring to the fish's use as fertilizer. It is generally thought that Pilgrims were advised by Tisquantum (also known as Squanto) to plant menhaden with their crops.",what fish is a menhaden
<dbpedia:Syenite>,Syenite,"Syenite is a coarse-grained intrusive igneous rock with a general composition similar to that of granite, but deficient in quartz, which, if present at all, occurs in relatively small concentrations (<5%). Some syenites contain larger proportions of mafic components and smaller amounts of felsic material than most granites; those are classed as being of intermediate composition.",what is the composition of syenites?
<dbpedia:DocBook>,DocBook,DocBook is a semantic markup language for technical documentation.,what is a docbook docbook
<dbpedia:House_of_Medici>,House of Medici,"The House of Medici (/ˈmɛdɨtʃi/ MED-i-chee; Italian pronunciation: [de ˈmɛːditʃi]) was an Italian banking family, political dynasty and later royal house that first began to gather prominence under Cosimo de' Medici in the Republic of Florence during the late 14th century. The family originated in the Mugello region of the Tuscan countryside, gradually rising until they were able to fund the Medici Bank.",who is the house of medici
<dbpedia:Kill_Doctor_Lucky>,Kill Doctor Lucky,"Kill Doctor Lucky is a humorous board game designed by James Ernest and released in 1996 by Cheapass Games.  In 1998, Kill Doctor Lucky won the Origins Award for Best Abstract Board Game of 1997.Kill Doctor Lucky is, in concept, a sort of inversion and perhaps a parody of Cluedo (Clue in North America). Both games are set in a sprawling mansion full of colorfully named rooms, feature a variety of dangerous weapons, and deal with the murder of the mansion's owner.",what is killing dr lucky
<dbpedia:Marwan_al-Shehhi>,Marwan al-Shehhi,"Marwan Yousef Mohamed Rashid Lekrab al-Shehhi (Arabic: مروان يوسف محمد رشيد لكراب الشحي‎, Marwān Yūsuf Muḥammad Rashīd Lekrāb ash-Sheḥḥī, also transliterated as Alshehhi; 9 May 1978 – 11 September 2001) was the hijacker-pilot of United Airlines Flight 175, crashing the plane into the South Tower of the World Trade Center as part of the September 11 attacks.al-Shehhi was a student from the United Arab Emirates who moved to Germany in 1996 and soon became close friends with Mohamed Atta, Ziad Jarrah and Ramzi bin al-Shibh, forming the Hamburg cell.",what was ashehi
<dbpedia:Microsatellite>,Microsatellite,"A microsatellite is a tract of repetitive DNA in which certain DNA motifs (ranging in length from 2–5 base pairs) are repeated, typically 5-50 times. Microsatellites occur at thousands of locations in the human genome and they are notable for their high mutation rate and high diversity in the population. Microsatellites and their longer cousins, the minisatellites, together are classified as VNTR (variable number of tandem repeats) DNA.",microsatellite meaning
<dbpedia:Harrison_Ford>,Harrison Ford,"Harrison Ford (born July 13, 1942) is an American actor and film producer. He gained worldwide fame for his starring roles as Han Solo in the original Star Wars epic space opera trilogy and the title character of the Indiana Jones film series.",when was harrison ford born
<dbpedia:Catherine_de'_Medici>,Catherine de' Medici,"Catherine de' Medici (Italian: Caterina de' Medici pronounced [kateˈriːna de ˈmɛːditʃi]; French Catherine de Médicis pronounced: [katʁin də medisis], 13 April 1519 – 5 January 1589), daughter of Lorenzo II de' Medici and of Madeleine de La Tour d'Auvergne, was an Italian noblewoman who was Queen of France from 1547 until 1559, as the wife of King Henry II.",catherine de medici
<dbpedia:Clozapine>,Clozapine,"Clozapine is an atypical antipsychotic medication used in the treatment of schizophrenia, and is also sometimes used off-label for the treatment of bipolar disorder and borderline personality disorder.",what is clozapine used for
<dbpedia:Wayne_Carey>,Wayne Carey,"Wayne Carey (born 27 May 1971) is a former Australian rules footballer who played with North Melbourne and the Adelaide Crows in the Australian Football League (AFL).A dual-premiership captain at North Melbourne, four-time North Melbourne best-and-fairest (Syd Barker Medallist) and seven-time All-Australian, Carey, nicknamed ""The King"", or ""Duck"", is generally considered to be one of the greatest players to have ever played Australian rules football.",who is wayne carey
